municipio;ano;Homicidio;Furto;Roubo;FRV
PATROCINIO PAULISTA;2005;0;164;11;11
PATROCINIO PAULISTA;2006;0;130;13;11
PATROCINIO PAULISTA;2007;0;155;5;8
PATROCINIO PAULISTA;2008;1;170;11;5
PATROCINIO PAULISTA;2009;2;145;6;8
PATROCINIO PAULISTA;2010;1;88;3;6
PATROCINIO PAULISTA;2011;2;101;7;8
PATROCINIO PAULISTA;2012;1;123;9;10
PATROCINIO PAULISTA;2013;0;164;11;15
PATROCINIO PAULISTA;2014;1;176;25;18
PATROCINIO PAULISTA;2015;0;200;18;12
PATROCINIO PAULISTA;2016;0;286;22;15
PATROCINIO PAULISTA;2017;1;234;24;29
PATROCINIO PAULISTA;2018;1;250;15;17
PATROCINIO PAULISTA;2019;2;207;14;22
PAULICEIA;2001;1;22;0;0
PAULICEIA;2002;0;36;0;1
PAULICEIA;2003;0;29;3;1
PAULICEIA;2004;0;23;0;1
PAULICEIA;2005;0;23;1;0
PAULICEIA;2006;0;52;0;1
PAULICEIA;2007;0;70;3;0
PAULICEIA;2008;0;59;4;4
PAULICEIA;2009;0;99;2;2
PAULICEIA;2010;1;82;3;7
PAULICEIA;2011;1;86;4;6
PAULICEIA;2012;1;99;3;7
PAULICEIA;2013;0;89;2;6
PAULICEIA;2014;0;73;1;12
PAULICEIA;2015;1;70;0;4
PAULICEIA;2016;0;54;4;9
PAULICEIA;2017;1;31;0;8
PAULICEIA;2018;0;53;2;2
PAULICEIA;2019;0;35;1;2
PAULINIA;2001;10;1009;223;210
PAULINIA;2002;9;997;172;188
PAULINIA;2003;11;1041;202;172
PAULINIA;2004;20;1159;189;228
PAULINIA;2005;9;1534;188;319
PAULINIA;2006;7;1194;224;256
PAULINIA;2007;6;1382;293;291
PAULINIA;2008;6;1061;268;301
PAULINIA;2009;4;1411;378;456
PAULINIA;2010;13;1269;318;310
PAULINIA;2011;6;2250;350;325
PAULINIA;2012;5;1409;284;336
PAULINIA;2013;9;1476;379;464
PAULINIA;2014;11;1221;393;434
PAULINIA;2015;6;1284;356;347
PAULINIA;2016;10;1315;378;298
PAULINIA;2017;15;1114;371;249
PAULINIA;2018;3;962;335;253
PAULINIA;2019;3;947;199;273
PAULISTANIA;2001;0;9;0;1
PAULISTANIA;2002;0;11;3;0
PAULISTANIA;2003;1;5;1;0
PAULISTANIA;2004;0;9;1;1
PAULISTANIA;2005;0;4;1;0
PAULISTANIA;2006;1;2;0;1
PAULISTANIA;2007;1;2;0;0
PAULISTANIA;2008;0;3;1;1
PAULISTANIA;2009;0;9;2;0
PAULISTANIA;2010;0;15;0;2
PAULISTANIA;2011;0;13;1;2
PAULISTANIA;2012;0;13;0;1
PAULISTANIA;2013;0;9;0;0
PAULISTANIA;2014;0;5;2;1
PAULISTANIA;2015;0;9;1;1
PAULISTANIA;2016;0;7;0;0
PAULISTANIA;2017;0;5;0;1
PAULISTANIA;2018;0;7;0;1
PAULISTANIA;2019;0;10;0;0
PAULO DE FARIA;2001;0;52;2;0
PAULO DE FARIA;2002;2;76;2;2
PAULO DE FARIA;2003;2;68;1;5
PAULO DE FARIA;2004;0;119;3;1
PAULO DE FARIA;2005;0;93;1;1
PAULO DE FARIA;2006;3;92;3;2
PAULO DE FARIA;2007;3;118;10;5
PAULO DE FARIA;2008;2;94;12;3
PAULO DE FARIA;2009;2;97;11;1
PAULO DE FARIA;2010;0;107;10;3
PAULO DE FARIA;2011;0;82;5;2
PAULO DE FARIA;2012;2;87;7;0
PAULO DE FARIA;2013;2;62;7;1
PAULO DE FARIA;2014;0;57;6;2
PAULO DE FARIA;2015;3;60;1;2
PAULO DE FARIA;2016;0;78;2;1
PAULO DE FARIA;2017;0;70;4;1
PAULO DE FARIA;2018;1;55;1;3
PAULO DE FARIA;2019;0;42;1;1
PEDERNEIRAS;2001;6;692;87;47
PEDERNEIRAS;2002;2;725;62;49
PEDERNEIRAS;2003;7;815;78;34
PEDERNEIRAS;2004;6;925;59;39
PEDERNEIRAS;2005;6;728;40;15
PEDERNEIRAS;2006;9;601;40;19
PEDERNEIRAS;2007;2;568;41;29
PEDERNEIRAS;2008;3;494;39;20
PEDERNEIRAS;2009;6;426;58;25
PEDERNEIRAS;2010;2;412;33;19
PEDERNEIRAS;2011;6;508;48;26
PEDERNEIRAS;2012;5;439;43;22
PEDERNEIRAS;2013;5;361;44;40
PEDERNEIRAS;2014;8;334;85;73
PEDERNEIRAS;2015;4;403;54;53
PEDERNEIRAS;2016;5;487;34;68
PEDERNEIRAS;2017;4;489;49;46
PEDERNEIRAS;2018;3;472;39;44
PEDERNEIRAS;2019;0;468;31;51
PEDRA BELA;2001;0;34;2;2
PEDRA BELA;2002;1;55;1;4
PEDRA BELA;2003;1;73;0;4
PEDRA BELA;2004;0;70;3;6
PEDRA BELA;2005;0;48;2;3
PEDRA BELA;2006;0;65;1;1
PEDRA BELA;2007;1;45;0;2
PEDRA BELA;2008;0;71;3;1
PEDRA BELA;2009;1;46;2;4
PEDRA BELA;2010;0;37;0;2
PEDRA BELA;2011;0;56;4;3
PEDRA BELA;2012;0;51;2;2
PEDRA BELA;2013;0;31;1;2
PEDRA BELA;2014;0;30;4;10
PEDRA BELA;2015;0;31;5;3
PEDRA BELA;2016;1;54;3;2
PEDRA BELA;2017;0;53;5;4
PEDRA BELA;2018;0;61;1;5
PEDRA BELA;2019;0;28;4;5
PEDRANOPOLIS;2001;0;8;0;0
PEDRANOPOLIS;2002;0;8;0;0
PEDRANOPOLIS;2003;0;6;0;0
PEDRANOPOLIS;2004;1;13;0;0
PEDRANOPOLIS;2005;1;15;1;0
PEDRANOPOLIS;2006;0;19;0;0
PEDRANOPOLIS;2007;0;14;0;1
PEDRANOPOLIS;2008;0;11;0;0
PEDRANOPOLIS;2009;0;17;0;0
PEDRANOPOLIS;2010;0;10;0;1
PEDRANOPOLIS;2011;0;13;0;2
PEDRANOPOLIS;2012;0;15;0;1
PEDRANOPOLIS;2013;0;13;1;0
PEDRANOPOLIS;2014;0;13;0;0
PEDRANOPOLIS;2015;0;12;0;1
PEDRANOPOLIS;2016;0;25;0;0
PEDRANOPOLIS;2017;0;18;1;0
PEDRANOPOLIS;2018;0;13;0;0
PEDRANOPOLIS;2019;0;18;0;0
PEDREGULHO;2001;0;113;4;3
PEDREGULHO;2002;2;112;9;2
PEDREGULHO;2003;1;140;7;5
PEDREGULHO;2004;0;242;13;8
PEDREGULHO;2005;1;219;10;1
PEDREGULHO;2006;0;186;14;13
PEDREGULHO;2007;0;188;10;5
PEDREGULHO;2008;2;141;5;1
PEDREGULHO;2009;1;153;3;8
PEDREGULHO;2010;1;131;3;6
PEDREGULHO;2011;1;115;6;11
PEDREGULHO;2012;0;153;7;7
PEDREGULHO;2013;0;184;11;5
PEDREGULHO;2014;2;140;7;12
PEDREGULHO;2015;2;189;18;12
PEDREGULHO;2016;1;241;13;16
PEDREGULHO;2017;2;265;14;8
PEDREGULHO;2018;0;193;5;14
PEDREGULHO;2019;1;219;6;8
PEDREIRA;2001;1;400;55;139
PEDREIRA;2002;1;379;67;102
PEDREIRA;2003;1;459;51;108
PEDREIRA;2004;2;452;85;86
PEDREIRA;2005;1;378;55;67
PEDREIRA;2006;4;398;59;51
PEDREIRA;2007;3;422;55;113
PEDREIRA;2008;1;380;46;122
PEDREIRA;2009;2;305;77;117
PEDREIRA;2010;3;410;60;116
PEDREIRA;2011;4;362;42;111
PEDREIRA;2012;2;273;54;103
PEDREIRA;2013;2;250;48;149
PEDREIRA;2014;1;316;66;119
PEDREIRA;2015;1;315;83;171
PEDREIRA;2016;2;338;103;174
PEDREIRA;2017;0;267;68;155
PEDREIRA;2018;0;268;74;144
PEDREIRA;2019;3;223;49;120
PEDRINHAS PAULISTA;2001;0;17;0;0
PEDRINHAS PAULISTA;2002;0;26;1;0
PEDRINHAS PAULISTA;2003;0;30;0;2
PEDRINHAS PAULISTA;2004;0;22;0;0
PEDRINHAS PAULISTA;2005;0;28;0;0
PEDRINHAS PAULISTA;2006;0;28;0;0
PEDRINHAS PAULISTA;2007;0;9;0;0
PEDRINHAS PAULISTA;2008;1;3;1;1
PEDRINHAS PAULISTA;2009;0;2;1;2
PEDRINHAS PAULISTA;2010;0;8;0;0
PEDRINHAS PAULISTA;2011;0;10;0;1
PEDRINHAS PAULISTA;2012;0;13;1;0
PEDRINHAS PAULISTA;2013;0;23;2;2
PEDRINHAS PAULISTA;2014;1;17;0;0
PEDRINHAS PAULISTA;2015;0;7;0;0
PEDRINHAS PAULISTA;2016;0;9;1;0
PEDRINHAS PAULISTA;2017;0;12;0;1
PEDRINHAS PAULISTA;2018;0;19;2;0
PEDRINHAS PAULISTA;2019;0;25;1;0
PEDRO DE TOLEDO;2001;1;170;13;7
PEDRO DE TOLEDO;2002;3;148;7;3
PEDRO DE TOLEDO;2003;2;178;13;6
PEDRO DE TOLEDO;2004;6;153;9;7
PEDRO DE TOLEDO;2005;4;141;7;9
PEDRO DE TOLEDO;2006;2;196;13;6
PEDRO DE TOLEDO;2007;0;134;14;4
PEDRO DE TOLEDO;2008;0;116;11;5
PEDRO DE TOLEDO;2009;1;103;11;5
PEDRO DE TOLEDO;2010;1;80;1;4
PEDRO DE TOLEDO;2011;1;81;8;1
PEDRO DE TOLEDO;2012;1;95;8;3
PEDRO DE TOLEDO;2013;0;98;10;2
PEDRO DE TOLEDO;2014;1;87;7;2
PEDRO DE TOLEDO;2015;3;80;2;6
PEDRO DE TOLEDO;2016;2;90;13;8
PEDRO DE TOLEDO;2017;0;50;8;8
PEDRO DE TOLEDO;2018;0;89;9;2
PEDRO DE TOLEDO;2019;0;96;7;8
PENAPOLIS;2001;1;1565;84;50
PENAPOLIS;2002;6;999;66;54
PENAPOLIS;2003;5;1133;66;39
PENAPOLIS;2004;1;1199;70;50
PENAPOLIS;2005;10;1125;94;106
PENAPOLIS;2006;6;1106;67;54
PENAPOLIS;2007;4;1322;83;78
PENAPOLIS;2008;3;1052;138;76
PENAPOLIS;2009;2;920;141;113
PENAPOLIS;2010;7;844;148;91
PENAPOLIS;2011;3;742;93;76
PENAPOLIS;2012;1;725;88;41
PENAPOLIS;2013;2;646;95;57
PENAPOLIS;2014;1;653;104;61
PENAPOLIS;2015;3;791;143;64
PENAPOLIS;2016;4;651;47;40
PENAPOLIS;2017;2;541;29;28
PENAPOLIS;2018;3;434;20;24
PENAPOLIS;2019;1;566;47;28
PEREIRA BARRETO;2001;4;247;22;8
PEREIRA BARRETO;2002;6;273;24;5
PEREIRA BARRETO;2003;4;448;26;12
PEREIRA BARRETO;2004;0;570;22;8
PEREIRA BARRETO;2005;7;524;31;8
PEREIRA BARRETO;2006;4;480;46;7
PEREIRA BARRETO;2007;4;507;29;10
PEREIRA BARRETO;2008;6;473;34;12
PEREIRA BARRETO;2009;1;424;30;10
PEREIRA BARRETO;2010;4;378;38;15
PEREIRA BARRETO;2011;2;349;20;8
PEREIRA BARRETO;2012;3;272;26;11
PEREIRA BARRETO;2013;3;350;16;17
PEREIRA BARRETO;2014;4;355;36;33
PEREIRA BARRETO;2015;0;318;40;14
PEREIRA BARRETO;2016;3;310;15;14
PEREIRA BARRETO;2017;3;286;18;20
PEREIRA BARRETO;2018;1;165;15;13
PEREIRA BARRETO;2019;1;182;5;9
PEREIRAS;2001;1;38;6;9
PEREIRAS;2002;0;54;5;2
PEREIRAS;2003;0;55;3;6
PEREIRAS;2004;0;61;7;8
PEREIRAS;2005;0;60;16;5
PEREIRAS;2006;0;80;9;6
PEREIRAS;2007;1;75;3;12
PEREIRAS;2008;1;58;7;2
PEREIRAS;2009;2;53;6;4
PEREIRAS;2010;0;45;4;3
PEREIRAS;2011;0;30;6;4
PEREIRAS;2012;0;42;7;5
PEREIRAS;2013;1;55;8;12
PEREIRAS;2014;0;49;8;15
PEREIRAS;2015;0;54;6;11
PEREIRAS;2016;1;66;4;8
PEREIRAS;2017;0;51;1;3
PEREIRAS;2018;0;35;3;9
PEREIRAS;2019;0;28;0;2
PERUIBE;2001;26;1377;466;206
PERUIBE;2002;30;1457;386;106
PERUIBE;2003;30;1873;425;105
PERUIBE;2004;19;1672;391;167
PERUIBE;2005;7;1540;387;132
PERUIBE;2006;6;1469;339;91
PERUIBE;2007;12;1649;389;82
PERUIBE;2008;9;1284;310;120
PERUIBE;2009;14;1534;544;103
PERUIBE;2010;16;1248;634;171
PERUIBE;2011;10;1140;429;164
PERUIBE;2012;16;1310;408;200
PERUIBE;2013;17;1429;593;182
PERUIBE;2014;7;1330;710;323
PERUIBE;2015;10;1425;512;258
PERUIBE;2016;11;1505;598;187
PERUIBE;2017;8;1617;690;129
PERUIBE;2018;6;1376;481;167
PERUIBE;2019;14;1523;435;168
PIACATU;2001;0;9;0;2
PIACATU;2002;0;23;0;0
PIACATU;2003;0;30;2;1
PIACATU;2004;1;27;4;2
PIACATU;2005;1;35;1;0
PIACATU;2006;0;19;1;0
PIACATU;2007;0;31;2;6
PIACATU;2008;1;29;1;1
PIACATU;2009;0;49;6;3
PIACATU;2010;0;41;6;2
PIACATU;2011;0;50;4;3
PIACATU;2012;1;23;2;1
PIACATU;2013;0;35;3;1
PIACATU;2014;0;33;1;1
PIACATU;2015;0;28;1;0
PIACATU;2016;0;31;1;0
PIACATU;2017;1;31;2;1
PIACATU;2018;0;19;0;1
PIACATU;2019;0;34;4;3
PIEDADE;2001;4;433;58;69
PIEDADE;2002;9;572;64;83
PIEDADE;2003;9;702;77;93
PIEDADE;2004;2;685;62;91
PIEDADE;2005;7;815;88;83
PIEDADE;2006;3;801;88;67
PIEDADE;2007;1;697;76;90
PIEDADE;2008;8;556;64;79
PIEDADE;2009;2;448;57;49
PIEDADE;2010;3;485;60;39
PIEDADE;2011;3;493;68;40
PIEDADE;2012;4;346;53;52
PIEDADE;2013;5;406;50;35
PIEDADE;2014;2;330;45;35
PIEDADE;2015;4;399;57;54
PIEDADE;2016;2;500;55;68
PIEDADE;2017;5;551;63;79
PIEDADE;2018;2;486;47;61
PIEDADE;2019;5;471;43;40
PILAR DO SUL;2001;1;177;18;10
PILAR DO SUL;2002;0;242;24;17
PILAR DO SUL;2003;4;320;31;8
PILAR DO SUL;2004;1;356;24;17
PILAR DO SUL;2005;2;381;45;25
PILAR DO SUL;2006;0;433;36;20
PILAR DO SUL;2007;2;456;32;24
PILAR DO SUL;2008;0;374;39;35
PILAR DO SUL;2009;0;336;46;37
PILAR DO SUL;2010;2;235;50;17
PILAR DO SUL;2011;1;309;39;39
PILAR DO SUL;2012;2;215;43;35
PILAR DO SUL;2013;2;229;28;29
PILAR DO SUL;2014;1;200;33;31
PILAR DO SUL;2015;1;182;51;37
PILAR DO SUL;2016;2;230;54;32
PILAR DO SUL;2017;6;225;37;20
PILAR DO SUL;2018;0;228;30;26
PILAR DO SUL;2019;3;146;27;31
PINDAMONHANGABA;2001;17;2122;513;218
PINDAMONHANGABA;2002;19;2010;444;251
PINDAMONHANGABA;2003;19;2429;692;218
PINDAMONHANGABA;2004;11;1952;518;265
PINDAMONHANGABA;2005;15;2080;536;260
PINDAMONHANGABA;2006;8;2125;433;271
PINDAMONHANGABA;2007;9;1768;504;232
PINDAMONHANGABA;2008;11;1626;503;179
PINDAMONHANGABA;2009;15;1760;638;226
PINDAMONHANGABA;2010;18;1625;960;227
PINDAMONHANGABA;2011;20;1644;627;389
PINDAMONHANGABA;2012;18;1576;789;276
PINDAMONHANGABA;2013;24;1298;786;278
PINDAMONHANGABA;2014;39;1374;781;293
PINDAMONHANGABA;2015;28;1322;673;259
PINDAMONHANGABA;2016;32;1690;746;244
PINDAMONHANGABA;2017;22;1618;732;298
PINDAMONHANGABA;2018;17;1198;563;267
PINDAMONHANGABA;2019;15;1386;506;248
PINDORAMA;2001;0;52;5;0
PINDORAMA;2002;0;49;2;1
PINDORAMA;2003;1;85;7;1
PINDORAMA;2004;1;138;6;5
PINDORAMA;2005;1;102;10;9
PINDORAMA;2006;0;144;11;3
PINDORAMA;2007;1;119;4;12
PINDORAMA;2008;1;125;8;7
PINDORAMA;2009;1;141;19;7
PINDORAMA;2010;3;116;3;7
PINDORAMA;2011;0;126;9;9
PINDORAMA;2012;1;111;10;15
PINDORAMA;2013;3;80;13;10
PINDORAMA;2014;1;80;15;14
PINDORAMA;2015;2;102;7;7
PINDORAMA;2016;2;107;11;12
PINDORAMA;2017;1;132;20;6
PINDORAMA;2018;1;136;9;12
PINDORAMA;2019;1;85;1;17
IRAPURU;2001;0;38;0;0
IRAPURU;2002;0;34;0;0
IRAPURU;2003;0;29;0;0
IRAPURU;2004;0;30;0;0
IRAPURU;2005;0;32;1;0
IRAPURU;2006;2;24;0;0
IRAPURU;2007;0;44;1;0
IRAPURU;2008;0;50;3;1
IRAPURU;2009;0;45;4;0
IRAPURU;2010;0;65;2;2
IRAPURU;2011;0;37;1;0
IRAPURU;2012;0;43;5;0
IRAPURU;2013;1;45;2;1
IRAPURU;2014;0;40;3;0
IRAPURU;2015;0;37;2;1
IRAPURU;2016;0;44;2;2
IRAPURU;2017;1;51;1;0
IRAPURU;2018;0;53;2;0
IRAPURU;2019;0;41;1;1
SAO JOSE DO RIO PRETO;2001;50;7966;1308;1202
SAO JOSE DO RIO PRETO;2002;45;8811;1182;1089
SAO JOSE DO RIO PRETO;2003;37;9976;1319;1366
SAO JOSE DO RIO PRETO;2004;32;9824;1290;1614
SAO JOSE DO RIO PRETO;2005;35;9020;1371;1345
SAO JOSE DO RIO PRETO;2006;28;8264;1181;1489
SAO JOSE DO RIO PRETO;2007;31;8187;1039;1390
SAO JOSE DO RIO PRETO;2008;21;7704;1241;1399
SAO JOSE DO RIO PRETO;2009;32;8441;1585;1974
SAO JOSE DO RIO PRETO;2010;28;7851;1534;1543
SAO JOSE DO RIO PRETO;2011;30;9226;1561;1472
SAO JOSE DO RIO PRETO;2012;22;7372;1435;1616
SAO JOSE DO RIO PRETO;2013;39;7066;1170;1564
SAO JOSE DO RIO PRETO;2014;36;6857;1265;1477
SAO JOSE DO RIO PRETO;2015;24;6066;1278;1691
SAO JOSE DO RIO PRETO;2016;28;6141;1500;1767
SAO JOSE DO RIO PRETO;2017;31;6655;1133;1411
SAO JOSE DO RIO PRETO;2018;38;6784;993;1032
SAO JOSE DO RIO PRETO;2019;24;6368;769;967
